"","Q1...Answer....hs.al.sk....Ukrainaa.on.tuettava.sodassa.ja.jälleenrakennuksessa.kustannuksista.huolimatta.","Q2...Answer....hs....Suomen.on.käytettävä.puolustukseen.rahaa.vähintään.Naton.tavoitteen.verran.","Q3...Answer....hs....Peruskoulussa.pitää.rajoittaa.lailla.oppilaiden.määrää.yhtä.opettajaa.kohden..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q4...Answer....hs.al.sk....Suomeen.on.perustettava.huumeiden.käyttöhuoneita.","Q5...Answer....hs....Valtion.on.annettava.suunniteltua.enemmän.rahaa.sosiaali..ja.terveydenhuoltoon..vaikka.se.tarkoittaisi.säästöjä.muualta..veronkorotuksia.tai.lisää.velkaa.","Q6...Answer....hs.al.sk....Nuorisorikollisuutta.on.pyrittävä.kitkemään.ensisijaisesti.muilla.keinoilla.kuin.rangaistuksia.koventamalla.","Q7...Answer....hs.al.sk....Työttömiä.pitää.saada.nykyistä.enemmän.töihin.heikentämällä.ansiosidonnaista.työttömyysturvaa.","Q8...Answer....hs.al.sk....Suomeen.on.houkuteltava.aktiivisemmin.ulkomaisia.työntekijöitä.","Q9...Answer....hs.al.sk....Valtion.velkaantumista.tulee.hillitä..vaikka.se.merkitsisi.leikkauksia.etuuksiin.tai.palveluihin.","Q10...Answer....hs....Palkkojen.verotusta.pitää.alentaa..vaikka.se.johtaisi.palveluiden.leikkauksiin..muun.verotuksen.kiristämiseen.tai.velan.kasvuun.","Q11...Answer....hs....Valtion.pitää.tukea.enemmän.kansalaisia..jotka.kärsivät.energian.hinnan.noususta..vaikka.se.kiihdyttäisi.inflaatiota.tai.heikentäisi.valtion.taloutta.","Q12...Answer....hs.al.sk....Hakkuita.pitää.vähentää.valtion.metsissä.luontokadon.ja.ilmastonmuutoksen.torjumiseksi.","Q13...Answer....hs.al.sk....Suomen.on.lykättävä.hiilineutraaliustavoitettaan.kauemmaksi.vuodesta.2035.","Q14...Answer....hs....Helsingissä.ja.muissa.suurissa.kaupungeissa.on.otettava.käyttöön.ruuhkamaksu.","Q15...Answer....hs.al.sk....Turkistarhaus.on.kiellettävä.Suomessa.","Q16...Answer....hs.al.sk....Jos.on.pakko.valita..on.parempi.korottaa.veroja.kuin.leikata.julkisia.palveluita.ja.sosiaalietuuksia","Q17...Answer....hs.al.sk....Suuret.tuloerot.ovat.hyväksyttäviä..jotta.erot.ihmisten.lahjakkuudessa.ja.ahkeruudessa.voidaan.palkita.","Q18...Answer....hs....Valtion.pitäisi.puuttua.nykyistä.voimakkaammin.markkinoiden.toimintaan..jotta.talous.olisi.kaikille.reilu..","Q19...Answer....hs.al.sk....Suomessa.on.liian.helppo.elää.sosiaaliturvan.varassa.","Q20...Answer....hs.al.sk....Valtion.ja.kuntien.omistusta.yritystoiminnassa.tulisi.vähentää.","Q21...Answer....hs.al.sk....Suomen.muuttuminen.aiempaa.monikulttuurisemmaksi.ja.monimuotoisemmaksi.on.hyvä.asia.","Q22...Answer....hs.al.sk....Kristilliset.arvot.ovat.hyvä.pohja.poliittiselle.päätöksenteolle.","Q23...Answer....hs....Sukupuolen.moninaisuus.pitäisi.ottaa.huomioon.Suomessa.nykyistä.paremmin.","Q24...Answer....hs.al.sk....Selkeitä.rajoja.ja.kuria.tarvitaan.nykyistä.enemmän.lasten.kasvattamisessa.","Q25...Answer....hs.al.sk....Suomen.pitäisi.vähentää.omia.päästöjään.riippumatta.siitä..mitä.muut.maat.tekevät.","Q26...Answer....hs.al.sk....Poliitikkojen.on.asetettava.Suomen.ja.suomalaisten.etu.kaiken.muun.edelle.","Q27...Answer....hs.al.sk....Ympäristön.etu.tulisi.asettaa.talouskasvun.ja.työpaikkojen.luomisen.edelle..jos.ne.ovat.keskenään.ristiriidassa.","Q28...Answer....hs....Maamme.kaipaa.vahvoja.johtajia..jotka.pystyvät.tekemään.vaikeitakin.päätöksiä.välittämättä.liikaa.muiden.mielipiteistä.","Q29...Answer....hs....Koko.Suomi.tulee.pitää.asutettuna..vaikka.siitä.koituisi.kustannuksia.","Q30...Answer....hs.al.sk....Suomen.kaupungistuminen.on.hyvä.asia."
"344",4,4,5,5,5,5,1,4,2,2,4,5,5,5,5,4,1,5,2,1,5,2,5,3,5,2,4,2,5,2
"345",5,4,5,5,5,5,1,5,1,2,5,4,1,4,4,5,1,5,1,1,5,2,5,3,5,2,4,2,4,4
"346",4,4,4,4,5,5,2,5,2,2,4,4,1,4,5,4,2,4,2,2,3,4,3,5,5,4,4,2,4,4
"347",5,5,5,5,5,5,2,5,2,1,5,5,1,2,3,5,4,2,1,4,5,4,5,4,5,4,5,5,5,2
"348",5,4,5,5,5,5,3,5,1,1,3,5,1,5,5,5,3,4,2,2,5,1,5,3,5,3,5,1,4,4
"349",1,5,1,1,5,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,1
"350",4,4,4,3,4,2,4,4,5,3,4,2,5,3,3,1,5,1,4,5,2,NA,2,4,2,5,3,5,5,3
"351",5,5,4,3,4,5,1,5,3,5,5,3,5,1,5,4,4,1,2,4,5,1,4,4,1,5,1,1,5,4
"352",1,1,1,1,1,2,1,1,5,5,5,5,5,1,1,1,5,1,5,5,1,1,1,5,1,5,1,5,5,3
"353",4,5,1,2,2,4,5,2,5,4,2,2,5,1,1,1,5,1,5,5,1,5,2,4,4,5,3,4,2,4
"354",4,4,2,5,4,5,1,4,2,2,5,5,1,3,5,4,2,3,1,4,5,1,5,1,5,1,4,2,1,4
"355",4,4,5,3,5,4,1,5,1,2,5,4,1,3,5,4,1,4,2,3,5,1,5,1,5,3,4,2,4,3
"356",4,4,5,3,5,5,3,5,4,2,5,3,2,3,3,4,4,5,2,2,5,5,5,5,5,4,3,2,2,4
"357",4,5,2,2,3,4,4,4,4,2,2,2,3,3,2,2,4,2,4,2,4,3,2,5,2,4,2,4,5,2
"358",4,5,5,5,4,4,2,5,4,4,3,4,2,4,5,4,2,1,2,4,5,2,5,1,4,4,3,3,3,3
"359",5,5,5,4,4,5,2,4,4,2,4,5,2,4,4,4,2,4,4,4,4,5,2,4,4,2,4,4,5,2
"360",4,2,5,5,5,4,1,5,1,4,5,2,1,2,5,5,2,5,1,1,5,3,5,4,5,4,4,1,4,3
"361",4,2,4,3,2,5,2,5,3,2,4,5,1,2,3,4,3,2,1,3,5,3,3,3,5,4,4,4,2,2
"362",5,5,1,5,5,5,1,5,5,1,1,5,1,5,5,3,5,1,1,1,5,1,5,1,5,5,5,1,1,1
"363",4,5,2,3,4,2,5,5,5,4,3,4,2,1,2,2,5,1,4,4,4,4,2,5,4,4,2,5,2,4
"364",4,5,4,2,2,3,4,4,5,3,2,1,5,2,4,2,5,2,4,3,1,3,1,4,2,5,3,5,4,4
"365",1,1,2,1,5,2,1,1,1,4,1,1,3,1,1,1,4,2,1,4,1,4,1,5,1,5,1,5,5,2
"366",5,5,2,4,4,5,2,5,4,4,5,1,2,1,2,3,4,3,1,2,5,5,1,5,2,2,2,1,4,2
"367",5,4,5,5,4,5,4,5,2,4,2,5,1,5,5,5,4,2,1,5,5,1,5,1,5,1,5,4,1,5
"368",5,4,5,5,5,5,2,5,2,2,4,5,1,5,5,4,2,4,1,2,5,1,5,2,5,2,5,2,2,5
"369",1,2,4,4,2,2,2,2,5,4,2,2,5,1,4,2,4,1,4,4,1,5,1,5,1,5,3,4,4,2
"370",5,4,5,1,5,4,1,5,2,2,4,4,4,3,5,5,1,4,1,2,5,3,5,5,4,2,2,2,5,2
"371",2,5,2,1,5,2,2,1,5,4,2,1,5,1,2,1,4,2,5,4,1,4,1,5,1,5,2,5,4,2
"372",3,4,4,3,4,4,2,4,3,2,4,4,4,2,4,3,2,4,2,4,4,2,4,4,4,4,4,4,4,2
"373",5,3,4,5,4,4,1,4,2,3,4,4,1,4,5,4,1,3,2,2,5,1,5,2,5,3,4,2,3,4
"374",4,4,4,4,4,5,1,3,4,1,4,3,1,3,4,5,1,3,1,2,5,2,3,2,3,2,5,4,4,2
"375",4,4,5,5,5,4,1,5,4,2,4,1,1,1,1,4,2,1,1,2,4,5,3,5,4,4,1,4,5,3
"376",4,2,4,4,4,4,1,5,4,4,4,4,2,3,4,4,2,1,2,2,4,4,3,4,4,4,2,3,5,3
"377",1,3,5,1,4,1,1,1,4,5,5,2,5,1,1,2,5,5,5,2,3,5,1,5,5,5,1,1,2,1
"378",4,5,5,5,5,4,1,4,3,2,3,5,1,4,5,4,1,4,1,2,2,1,3,4,5,5,4,4,2,4
"379",4,5,2,1,4,2,2,1,5,2,4,1,5,1,1,2,5,1,4,1,1,4,1,5,2,5,2,5,5,2
"380",5,5,4,4,5,5,1,5,2,2,5,5,1,4,5,5,1,4,1,2,4,3,5,1,5,1,4,1,4,4
"381",4,4,2,4,4,4,5,3,5,2,2,2,3,2,5,2,2,2,4,3,4,1,4,5,4,4,2,4,1,4
"382",4,4,5,2,5,4,5,5,5,4,2,1,4,2,4,2,2,1,4,4,5,5,2,5,4,4,2,5,5,2
"383",5,5,2,4,2,4,5,5,5,5,1,4,1,2,4,1,4,1,4,5,4,2,4,3,5,4,4,2,2,5
"384",4,4,2,4,3,5,4,5,5,2,2,3,1,5,5,3,5,1,5,5,3,1,3,3,4,3,4,5,3,5
"385",4,4,4,2,5,1,2,1,5,4,5,1,5,1,2,2,4,3,4,4,1,4,3,5,1,5,2,4,5,2
"386",5,5,1,1,2,5,4,4,5,4,2,2,4,1,2,2,5,1,4,2,2,2,2,5,1,4,2,5,2,5
"387",4,5,3,3,3,4,5,4,5,4,3,2,2,2,3,2,4,2,4,4,4,3,4,3,4,4,2,4,2,3
"388",4,4,4,3,4,4,2,5,5,2,2,1,5,1,1,2,4,2,2,2,4,4,4,5,4,4,1,2,5,1
"389",4,4,4,3,4,5,4,4,3,4,3,2,4,2,4,4,4,3,2,4,5,5,3,3,3,4,2,4,4,3
"390",5,4,2,4,2,4,4,4,4,4,2,4,2,1,3,2,4,1,4,4,2,4,3,4,4,4,4,4,2,4
"391",5,4,4,1,4,3,3,2,4,4,4,2,5,1,2,2,4,2,4,3,1,2,2,4,2,5,2,4,3,3
"392",5,4,5,4,5,4,3,4,3,3,4,5,1,3,5,4,2,4,2,3,4,2,5,2,5,2,5,2,2,4
"393",5,4,5,4,5,5,1,5,1,1,4,5,1,5,5,5,1,5,1,1,5,2,5,3,5,1,4,1,4,4
"394",5,4,4,4,5,4,4,4,4,2,2,2,4,2,3,2,4,4,2,2,4,2,2,2,4,4,2,2,4,3
"395",4,4,5,5,5,5,1,4,1,1,5,5,1,5,4,5,1,5,1,1,5,2,5,2,5,2,4,1,4,4
"396",4,2,4,5,5,5,2,4,2,2,3,5,1,4,5,5,1,4,1,2,5,3,5,2,5,2,5,1,4,2
"397",2,1,4,2,1,4,2,4,4,4,2,1,4,1,4,2,4,1,4,2,2,5,1,1,1,2,2,1,3,1
"398",1,2,5,1,5,4,1,3,5,4,5,1,5,1,1,3,4,1,4,1,1,5,1,5,1,5,4,4,4,2
"399",3,4,4,1,4,4,2,3,4,4,2,2,5,1,1,2,2,2,3,3,4,5,1,4,2,4,2,2,4,2
"400",5,5,4,5,4,4,5,5,4,2,2,2,1,4,4,2,3,2,5,2,4,4,4,4,4,5,2,2,4,3
"401",5,5,4,4,4,4,2,4,2,2,4,4,1,2,5,4,2,4,2,2,3,2,4,4,5,4,5,4,2,2
"402",4,2,5,5,5,4,1,5,1,2,4,5,2,5,5,5,3,5,1,1,5,4,5,4,5,3,4,4,2,5
"403",5,4,5,4,4,5,2,4,4,3,4,4,4,2,3,2,3,3,2,3,4,3,4,2,5,3,3,4,4,3
"404",1,1,3,1,4,2,2,1,5,3,3,3,5,2,4,3,4,1,5,3,1,5,1,4,1,5,4,1,4,1
"405",4,4,4,2,4,4,2,5,4,4,2,5,3,2,5,4,1,3,2,4,4,2,5,4,3,1,3,2,4,2
"406",4,4,4,2,5,4,2,5,2,2,4,1,4,2,1,4,4,2,4,5,5,2,4,5,4,4,2,2,5,2
"407",5,5,4,1,5,5,5,5,5,5,1,4,2,1,1,1,5,1,5,5,4,5,2,4,5,5,2,5,4,4
"408",5,5,5,5,4,5,4,5,3,4,5,5,1,5,5,4,3,4,1,4,5,2,5,1,5,4,5,1,5,3
"409",5,4,4,5,4,4,1,4,4,4,4,3,1,4,4,5,1,4,1,1,5,1,5,2,5,4,4,4,4,2
"410",4,4,4,4,5,4,3,4,4,4,4,5,4,3,5,4,2,5,3,3,5,2,3,4,4,4,3,5,4,4
"411",5,4,5,4,3,4,2,5,4,3,4,5,1,4,5,4,2,4,2,4,4,1,4,2,5,2,4,2,2,4
"412",5,4,4,1,4,4,1,4,4,3,4,2,5,3,2,4,3,4,4,2,2,4,2,4,4,4,2,4,5,2
"413",1,2,1,2,4,4,1,4,2,3,5,2,5,2,2,4,4,2,2,2,4,4,1,4,2,5,2,2,5,2
"414",5,5,4,2,4,4,4,4,3,2,4,2,2,4,3,4,2,2,2,4,4,4,2,2,4,2,4,2,5,3
"415",4,5,5,2,4,4,4,4,4,2,4,4,2,2,2,4,2,1,4,2,2,5,2,5,4,4,4,2,4,3
"416",5,5,5,5,5,5,1,5,1,1,2,5,1,4,5,5,2,5,1,1,5,2,5,2,5,2,5,1,4,4
"417",5,4,2,5,2,4,5,4,5,5,2,2,1,1,5,2,5,2,5,3,2,2,5,2,4,5,4,1,2,2
"418",4,2,4,2,5,4,1,2,2,1,4,3,2,5,4,5,1,4,1,1,4,4,4,4,3,3,4,1,5,1
"419",5,4,5,5,5,5,1,5,3,2,4,5,1,4,5,4,1,4,1,2,5,1,5,1,5,1,3,2,4,4
"420",5,5,4,3,4,3,3,4,4,3,2,4,3,2,3,4,2,2,2,3,3,5,2,4,4,3,3,4,4,3
"421",5,4,4,4,4,4,3,3,4,2,4,3,1,3,5,4,4,2,2,4,4,2,4,3,5,4,4,2,4,2
"422",5,5,4,4,4,4,2,5,2,2,2,4,4,2,4,3,1,4,4,2,3,3,3,4,2,4,4,3,5,2
"423",4,5,4,4,4,4,2,5,5,5,2,3,1,2,5,2,5,1,4,4,4,4,4,4,4,2,4,4,4,4
"424",5,4,5,5,4,4,2,5,2,4,4,5,1,5,5,5,3,4,2,3,5,1,4,2,5,2,5,4,5,3
"425",4,4,4,2,5,1,4,4,5,2,2,2,4,4,2,2,5,2,5,4,4,4,2,5,4,4,2,4,5,2
"426",4,4,5,5,5,5,4,5,2,1,2,5,1,5,5,5,1,4,1,2,5,1,5,1,5,4,5,2,4,5
"427",5,5,2,4,4,4,4,4,5,4,2,4,4,1,2,1,5,2,5,4,4,2,4,4,4,5,3,5,4,2
"428",5,5,4,4,4,4,3,5,4,2,4,5,1,5,5,4,2,4,2,2,5,3,5,2,5,2,5,2,4,4
"429",5,5,5,1,3,3,3,4,5,4,2,1,5,4,1,2,4,1,5,4,2,5,1,4,3,5,3,5,5,2
"430",5,4,4,1,2,5,5,4,4,4,4,1,4,1,2,2,4,2,4,1,2,5,1,5,2,5,2,4,5,2
"431",5,5,2,4,4,4,5,5,5,5,2,4,1,2,5,1,5,1,5,4,4,2,4,4,5,4,4,2,2,5
"432",2,4,3,4,4,2,2,2,5,4,2,2,4,2,3,2,1,4,3,2,4,2,3,5,2,4,2,4,2,2
"433",5,5,5,1,4,4,2,2,5,4,4,1,5,1,1,1,4,2,4,4,2,5,4,5,2,5,2,4,4,2
"434",2,1,5,5,5,5,1,2,1,1,5,5,1,2,5,5,1,5,1,4,4,2,5,4,5,2,5,1,5,1
"435",4,5,5,1,4,4,2,5,4,4,2,2,5,2,5,2,3,4,3,2,3,2,2,4,1,3,2,2,4,3
"436",5,2,4,1,4,4,4,4,4,4,2,3,4,2,2,3,3,2,5,3,4,5,1,4,4,3,4,2,3,2
"437",5,4,5,5,4,5,2,5,4,2,2,5,1,5,5,4,2,3,1,4,5,1,5,2,5,2,5,1,2,4
"438",5,4,5,5,5,5,1,5,2,1,5,5,1,5,5,5,1,5,1,4,5,3,5,2,5,3,5,5,5,3
"439",5,4,4,4,4,4,3,4,2,2,2,4,1,4,5,4,3,2,2,3,4,3,4,2,5,2,4,4,3,4
"440",5,5,4,1,4,2,2,3,4,3,4,2,5,2,3,4,4,2,4,4,2,4,2,4,2,5,2,4,5,2
"441",2,4,4,4,4,4,4,5,4,2,2,2,4,1,4,4,2,2,4,2,2,5,2,4,4,5,4,5,4,3
"442",5,5,1,4,2,4,4,5,5,4,2,4,2,1,2,2,4,1,2,5,3,5,2,4,5,4,2,2,5,4
"443",5,5,4,2,2,4,4,3,5,4,4,3,5,2,2,2,5,2,4,4,2,5,1,4,1,4,2,2,5,2
"444",4,5,4,4,4,4,4,4,5,4,4,4,4,2,4,2,4,2,4,2,4,2,4,4,2,4,4,4,4,4
"445",4,5,2,4,2,4,5,5,5,5,2,2,4,2,4,1,4,1,4,5,3,2,1,4,4,4,4,4,1,4
"446",5,5,4,1,2,3,4,5,5,2,2,3,1,1,1,2,4,1,4,2,4,4,3,5,4,5,2,2,5,4
"447",4,5,4,1,5,4,3,2,5,4,4,1,5,1,1,3,5,2,5,3,1,5,1,5,1,5,2,5,4,2
"448",1,1,4,2,2,1,3,1,5,5,5,2,5,1,3,2,4,2,4,1,1,4,1,4,1,5,4,5,5,1
"449",4,4,2,2,4,4,4,4,4,2,2,2,2,4,2,2,4,2,4,4,2,4,2,4,4,4,2,2,4,2
"450",1,5,4,1,4,1,3,1,3,3,4,1,5,1,5,3,3,4,4,1,1,5,1,5,1,5,2,4,5,2
"451",4,4,4,4,4,4,1,5,2,2,4,4,1,3,4,4,1,4,2,2,5,2,5,2,5,2,4,2,4,4
"452",5,4,4,2,2,5,5,5,5,4,1,4,2,1,3,2,5,1,4,5,5,4,3,2,4,4,4,4,2,4
"453",5,4,5,4,5,5,1,5,1,1,4,4,1,1,5,5,1,4,1,1,5,1,5,4,4,3,4,1,5,3
"454",5,4,4,4,4,1,1,5,5,5,2,2,4,1,1,1,4,1,2,2,2,2,2,2,2,5,2,4,4,2
"455",4,4,3,2,5,5,2,4,5,4,3,2,4,3,1,2,1,2,2,4,3,5,1,5,4,4,3,4,4,2
"456",5,3,4,4,4,5,4,4,4,2,4,4,2,3,4,2,4,2,4,4,4,1,4,4,4,4,4,2,5,2
"457",4,5,5,5,4,5,1,4,2,1,5,5,1,5,5,5,1,4,1,1,5,1,5,1,5,1,4,2,5,4
"458",5,5,1,4,5,5,1,5,1,2,4,2,1,3,4,5,1,2,2,2,5,1,4,1,5,4,1,1,4,2
"459",5,5,4,1,4,2,4,2,5,5,5,2,5,1,4,1,5,1,5,2,2,4,1,4,2,5,1,3,3,4
"460",5,2,5,5,5,5,2,5,1,1,3,5,1,5,5,5,1,5,1,3,5,1,5,1,5,1,5,1,5,3
"461",4,5,4,2,4,4,4,5,5,4,4,2,2,1,5,2,4,2,4,4,4,3,5,4,4,5,4,2,2,4
"462",4,4,5,5,5,5,1,5,1,2,5,5,1,5,5,5,2,4,1,2,5,2,5,2,5,2,5,2,2,3
"463",5,5,4,4,4,4,4,5,4,2,2,2,2,1,4,2,4,2,4,2,4,2,4,4,4,4,4,2,4,4
"464",5,5,1,5,2,5,5,5,5,5,1,5,1,2,4,1,5,1,5,5,5,1,5,1,5,2,4,5,1,5
"465",5,4,4,5,5,5,1,4,2,1,4,5,1,5,5,5,3,4,2,1,5,2,5,1,5,2,5,2,3,3
"466",4,4,3,3,4,4,2,4,4,2,4,4,5,4,2,3,4,NA,4,4,2,4,3,5,4,5,3,4,5,1
"467",4,5,2,2,2,2,5,4,5,5,2,2,3,1,2,1,5,1,5,4,2,4,1,4,2,3,2,4,2,4
"468",5,2,5,5,4,5,2,5,1,2,2,5,1,4,5,5,1,5,1,3,5,2,5,1,5,2,5,1,2,3
"469",4,5,5,1,4,4,1,1,4,3,4,2,5,1,1,4,1,5,1,1,1,5,1,5,1,5,2,1,5,2
"470",5,3,5,5,5,5,1,3,1,1,4,3,1,1,5,5,1,5,1,1,5,3,5,2,5,1,4,1,5,3
"471",4,4,4,5,5,4,1,4,2,4,4,2,2,3,5,4,2,3,1,3,4,4,5,4,5,4,2,2,4,4
"472",4,4,3,2,4,5,1,5,4,4,5,3,1,1,5,4,4,3,1,2,4,2,1,2,5,4,3,1,5,5
"473",4,5,3,2,3,1,2,2,5,3,3,2,5,3,2,2,4,4,5,2,2,4,2,5,1,5,3,4,5,3
"474",5,5,2,1,2,4,4,5,5,4,2,2,3,1,2,2,4,2,4,2,4,4,2,4,4,4,2,2,4,3
"475",5,5,3,4,4,4,4,5,4,2,2,5,1,2,5,2,4,2,3,4,4,2,4,2,5,4,4,2,2,4
"476",5,5,4,4,5,5,2,5,4,2,4,2,2,2,3,4,4,3,4,2,4,4,3,4,2,5,2,4,5,2
"477",2,2,4,5,4,5,1,4,2,1,2,5,1,5,5,4,2,4,1,2,5,1,4,4,5,2,5,4,3,4
"478",5,5,2,4,5,5,5,5,5,4,2,4,4,4,5,1,5,1,2,5,4,1,4,2,5,2,4,2,1,5
"479",5,3,5,5,5,5,1,5,1,1,4,5,1,5,5,5,2,3,1,3,5,1,5,2,5,3,4,4,4,3
"480",4,5,4,1,2,4,4,5,4,4,4,2,4,2,2,2,4,2,4,4,4,4,4,4,2,4,2,2,2,4
"481",4,5,4,1,4,2,4,4,4,4,4,2,4,1,2,4,5,2,4,4,4,5,1,4,4,5,4,5,4,2
"482",5,5,4,4,5,2,4,4,4,4,4,4,2,4,5,2,2,5,4,4,4,4,4,4,4,4,4,4,4,3
"483",4,4,4,4,5,5,1,5,1,2,4,4,2,1,5,1,1,4,1,1,5,1,5,1,5,4,4,1,5,5
"484",4,4,4,3,4,4,4,3,5,2,4,3,5,2,3,2,3,4,4,4,2,5,2,5,1,5,3,4,4,2
"485",4,2,1,1,2,1,3,4,4,4,4,2,5,3,4,2,4,1,5,4,1,5,2,5,1,5,2,2,4,1
"486",4,5,4,2,4,4,2,4,4,3,4,2,2,1,3,1,1,4,4,4,4,5,3,4,3,5,1,5,NA,4
"487",4,5,4,4,4,4,4,5,4,2,2,1,1,2,1,2,4,2,2,4,4,4,4,2,4,5,4,2,4,3
"488",5,2,5,5,5,5,1,5,1,1,4,5,1,4,5,5,1,5,1,1,5,1,5,2,5,2,5,1,3,4
"489",1,3,5,3,3,5,5,1,5,5,5,1,5,1,5,1,3,1,3,4,1,4,1,5,4,5,2,4,5,1
"490",5,4,4,4,3,5,3,4,4,2,3,5,1,3,4,4,2,3,1,1,4,3,3,2,5,2,5,1,5,3
"491",5,4,4,3,4,4,2,4,4,2,2,4,1,2,5,3,2,2,2,2,4,3,4,2,4,4,4,2,2,4
"492",5,4,5,5,5,5,4,5,2,4,2,5,1,5,5,4,2,5,1,3,5,2,5,2,5,2,5,1,2,5
"493",1,1,2,1,NA,4,4,2,5,4,2,1,5,3,5,2,2,1,4,5,1,5,1,NA,3,5,3,2,2,2
"494",4,5,4,1,4,5,2,2,5,5,4,1,5,1,2,1,5,1,4,2,4,1,1,5,4,5,1,5,5,2
"495",5,5,4,5,4,3,5,4,5,2,4,4,5,5,4,2,4,1,4,5,1,1,1,3,2,5,2,4,1,5
"496",5,5,2,5,4,5,4,5,5,5,1,2,2,2,5,1,4,1,2,5,4,1,3,3,4,4,3,4,2,4
"497",4,3,4,5,5,5,1,5,3,2,3,5,1,3,5,4,3,2,1,4,5,3,4,3,5,4,5,2,4,3
"498",5,3,4,5,5,5,1,5,2,1,4,5,1,5,5,5,1,4,1,1,4,2,5,2,5,4,5,2,3,3
"499",5,5,5,2,5,4,4,5,4,1,4,2,4,1,2,2,4,4,4,4,1,4,2,4,4,5,2,5,4,4
"500",4,2,5,5,5,5,1,4,1,1,4,5,1,4,5,5,1,5,1,1,5,2,5,2,5,2,5,2,4,3
"501",5,5,4,2,2,2,4,4,5,5,4,2,4,1,2,1,5,1,4,5,4,4,2,5,4,5,4,5,4,5
"502",4,5,4,1,4,1,3,3,5,4,4,1,5,1,1,2,4,3,4,5,1,5,1,4,1,5,2,5,5,1
"503",2,4,4,4,4,4,4,4,4,4,4,2,5,2,2,2,1,4,4,2,1,4,1,5,1,5,1,5,4,2
"504",4,1,5,5,5,5,2,4,1,1,5,5,2,5,5,4,1,4,1,1,5,1,5,1,5,2,5,4,5,2
"505",4,5,4,1,2,1,2,2,5,4,4,1,5,1,3,1,5,2,5,2,1,3,1,5,1,5,2,4,2,4
"506",5,5,5,4,5,4,1,4,4,4,4,4,1,1,4,4,4,4,2,1,4,4,4,4,4,5,2,1,4,4
"507",4,4,2,2,2,4,4,4,4,3,4,2,4,4,2,2,3,2,4,2,3,5,2,4,2,4,2,4,4,3
"508",NA,2,2,5,5,5,1,5,1,1,5,5,1,4,5,5,1,5,1,3,5,2,5,3,5,3,5,4,2,2
"509",5,5,2,5,2,5,4,5,4,5,2,5,1,4,5,2,4,2,1,5,5,2,5,2,5,5,5,1,2,5
"510",5,5,4,4,4,5,4,5,5,2,2,2,2,2,4,2,4,2,4,2,4,4,4,3,4,4,2,2,5,4
"511",5,4,4,3,2,2,5,5,5,5,2,3,4,1,2,1,5,1,5,5,4,2,2,3,2,5,1,5,2,4
"512",5,5,5,4,4,4,4,2,5,3,4,1,5,1,1,2,5,1,4,4,1,5,1,5,2,5,1,5,5,1
"513",5,4,5,4,4,4,1,5,4,2,3,5,1,4,5,4,2,5,1,1,5,1,5,1,5,2,5,4,2,4
"514",4,5,2,5,1,2,5,5,1,5,1,5,5,1,1,1,5,1,4,5,1,4,1,4,1,4,2,5,4,3
"515",5,4,4,5,4,5,2,4,2,1,4,5,1,4,5,4,1,4,2,2,5,4,5,2,5,2,5,2,5,4
"516",5,3,4,1,4,5,2,4,5,4,2,1,4,3,2,3,2,1,4,4,4,5,1,5,2,4,1,5,5,2
"517",4,4,4,3,5,3,1,4,2,1,3,NA,3,4,3,4,1,3,2,2,4,3,3,5,4,2,2,1,3,3
"518",5,5,2,5,4,4,5,5,5,5,1,4,1,4,5,1,4,1,2,5,4,1,4,4,5,4,5,4,2,4
"519",5,5,5,1,5,4,4,4,4,4,2,4,3,4,4,2,4,2,5,4,3,5,1,4,3,5,2,5,2,4
"520",5,5,3,4,3,4,5,5,5,4,2,2,2,1,4,1,5,1,4,5,4,4,3,4,4,4,3,4,4,5
"521",4,3,5,5,5,5,1,4,1,2,4,5,1,5,5,5,2,5,1,2,5,1,5,2,5,2,5,2,4,3
"522",5,5,5,4,5,4,1,4,4,2,5,3,2,4,4,4,2,4,2,2,4,3,3,2,4,4,4,3,4,2
"523",5,4,4,4,4,5,4,4,4,4,2,4,1,4,4,3,2,2,2,2,4,4,4,2,5,4,4,4,4,4
"524",4,4,2,2,4,4,2,2,4,2,2,2,5,2,2,2,4,2,4,4,2,4,2,4,4,5,2,2,5,2
"525",5,3,4,4,4,5,2,4,3,1,2,4,2,2,4,5,1,4,2,3,4,3,4,3,3,2,2,2,3,3
"526",5,5,2,4,3,5,1,5,1,1,4,3,1,3,2,5,1,4,1,2,5,2,5,1,4,2,2,2,4,3
"527",1,1,3,3,3,1,3,1,3,5,1,1,5,1,1,3,5,1,3,4,1,4,1,3,1,5,3,3,3,3
"528",5,4,2,2,2,4,2,4,4,2,4,2,4,2,1,2,4,2,2,3,4,4,3,4,2,4,2,4,4,4
"529",5,5,4,3,5,5,1,4,4,3,2,4,1,1,3,3,4,4,4,2,3,5,5,4,4,4,4,4,3,4
"530",5,4,3,5,2,5,5,5,4,3,4,4,2,5,5,2,5,1,4,2,5,2,5,2,4,2,4,1,2,5
"531",1,1,4,1,5,1,2,1,5,5,4,2,5,1,5,3,4,4,2,2,2,5,1,5,2,5,1,2,2,2
